uid,atom_index,atomic_number,element,x,y,z
439,25,1,H,-2.931651,2.467967,0.0
439,26,1,H,-3.577378,-2.266605,0.0
439,27,1,H,-3.891238,0.201504,0.0
437,1,6,C,0.0,0.493583,0.0
437,2,6,C,1.406919,0.728217,0.0
437,3,6,C,1.865643,2.062113,0.0
437,4,6,C,0.963463,3.128325,0.0
437,5,6,C,2.30531,-0.390758,0.0
437,6,6,C,-0.491893,-0.84697,0.0
437,7,6,C,0.421673,-1.945638,0.0
437,8,6,C,-0.086507,-3.255531,0.0
437,9,6,C,-1.460406,-3.485654,0.0
437,10,6,C,1.830964,-1.667855,0.0
437,11,6,C,-0.919711,1.587807,0.0
437,12,6,C,-0.408633,2.893371,0.0
437,13,6,C,-2.328548,1.308788,0.0
437,14,6,C,-1.900273,-1.092694,0.0
437,15,6,C,-2.358963,-2.419539,0.0
437,16,6,C,-2.797734,0.030873,0.0
437,17,1,H,1.340168,4.149857,0.0
437,18,8,O,3.220049,2.257461,0.0
437,19,1,H,3.372182,-0.19613,0.0
437,20,1,H,-1.835697,-4.50564,0.0
437,21,1,H,0.607807,-4.092297,0.0
437,22,1,H,2.521645,-2.507785,0.0
437,23,1,H,-1.096602,3.735128,0.0
437,24,1,H,-3.019787,2.148526,0.0
437,25,1,H,-3.429711,-2.608903,0.0
437,26,1,H,-3.867552,-0.16334,0.0
437,27,1,H,3.399343,3.21027,0.0
435,1,6,C,0.0,0.497253,0.0
435,2,6,C,1.409454,0.747247,0.0
435,3,6,C,1.851913,2.089272,0.0
435,4,6,C,0.936006,3.145606,0.0
435,5,6,C,2.301952,-0.379112,0.0
435,6,6,C,-0.485307,-0.846563,0.0
435,7,6,C,0.430142,-1.943598,0.0
435,8,6,C,-0.068572,-3.255967,0.0
435,9,6,C,-1.441738,-3.493443,0.0
435,10,6,C,1.837094,-1.658907,0.0
435,11,6,C,-0.927976,1.58196,0.0
435,12,6,C,-0.428426,2.894846,0.0
435,13,6,C,-2.333868,1.294941,0.0
435,14,6,C,-1.892771,-1.10113,0.0
435,15,6,C,-2.343798,-2.431645,0.0
435,16,6,C,-2.797423,0.01465,0.0
435,17,1,H,1.323051,4.159523,0.0
435,18,8,O,3.17175,2.44204,0.0
435,19,1,H,3.380114,-0.227013,0.0
435,20,1,H,-1.812107,-4.51513,0.0
435,21,1,H,0.630662,-4.088579,0.0
435,22,1,H,2.533824,-2.493464,0.0
435,23,1,H,-1.127341,3.727618,0.0
435,24,1,H,-3.028837,2.131505,0.0
435,25,1,H,-3.413682,-2.625579,0.0
435,26,1,H,-3.865955,-0.185899,0.0
435,27,1,H,3.726182,1.64824,0.0
433,1,6,C,0.0,0.362462,0.0
433,2,6,C,1.230782,1.08947,0.0
433,3,6,C,1.205556,2.489175,0.0
433,4,6,C,-0.011922,3.174218,0.0
433,5,6,C,2.463346,0.346599,0.0
433,6,6,C,0.007518,-1.062548,0.0
433,7,6,C,1.247264,-1.771957,0.0
433,8,6,C,1.229447,-3.175314,0.0
433,9,6,C,0.022715,-3.874405,0.0
433,10,6,C,2.469738,-1.014685,0.0
433,11,6,C,-1.237091,1.073992,0.0
433,12,6,C,-1.221674,2.477124,0.0
433,13,6,C,-2.461173,0.319886,0.0
433,14,6,C,-1.224148,-1.785613,0.0
433,15,6,C,-1.191064,-3.189653,0.0
433,16,6,C,-2.453801,-1.042217,0.0
433,17,8,O,0.044024,4.541457,0.0
433,18,1,H,2.128718,3.060917,0.0
433,19,1,H,3.398684,0.900852,0.0
433,20,1,H,0.029119,-4.961002,0.0
433,21,1,H,2.172662,-3.716527,0.0
433,22,1,H,3.41186,-1.557946,0.0
433,23,1,H,-2.16444,3.022562,0.0
433,24,1,H,-3.403089,0.863393,0.0
433,25,1,H,-2.12836,-3.741069,0.0
433,26,1,H,-3.390491,-1.594787,0.0
433,27,1,H,-0.859822,4.892755,0.0
388,1,6,C,0.0,0.90149,0.0
388,2,6,C,0.038028,2.303976,0.0
388,3,6,C,1.329359,2.888477,0.0
388,4,6,C,-1.215844,2.973017,0.0
388,5,6,C,1.156691,0.067366,0.0
388,6,6,C,-1.178749,0.139461,0.0
388,7,6,C,2.487384,2.077142,0.0
388,8,6,C,-2.396824,2.227004,0.0
388,9,6,C,2.424833,0.681203,0.0
388,10,6,C,-2.399985,0.815112,0.0
388,11,1,H,3.458722,2.56145,0.0
388,12,1,H,-3.348037,2.749656,0.0
388,13,1,H,3.340183,0.097544,0.0
388,14,1,H,-3.346782,0.283242,0.0
388,15,1,H,1.440182,3.969503,0.0
388,16,1,H,-1.259256,4.058153,0.0
388,17,6,C,0.681859,-1.303379,0.0
388,18,6,C,-0.749805,-1.279164,0.0
388,19,6,C,1.375328,-2.519624,0.0
388,20,6,C,-1.460215,-2.460021,0.0
388,21,6,C,0.642865,-3.721067,0.0
388,22,6,C,-0.745433,-3.692871,0.0
388,23,1,H,2.461275,-2.543388,0.0
388,24,1,H,-2.546192,-2.470546,0.0
388,25,1,H,1.167102,-4.670755,0.0
388,26,1,H,-1.304149,-4.623594,0.0
360,1,6,C,0.0,0.0,0.708363
360,2,6,C,0.0,1.234122,1.421038
360,3,6,C,0.0,1.206847,2.843956
360,4,6,C,0.0,0.0,3.539959
360,5,6,C,0.0,2.450941,0.692577
360,6,6,C,0.0,0.0,-0.708363
360,7,6,C,0.0,1.234122,-1.421038
360,8,6,C,0.0,1.206847,-2.843956
360,9,6,C,0.0,0.0,-3.539959
360,10,6,C,0.0,2.450941,-0.692577
360,11,6,C,0.0,-1.234122,1.421038
360,12,6,C,0.0,-1.206847,2.843956
360,13,6,C,0.0,-2.450941,0.692577
360,14,6,C,0.0,-1.234122,-1.421038
360,15,6,C,0.0,-1.206847,-2.843956
360,16,6,C,0.0,-2.450941,-0.692577
360,17,1,H,0.0,0.0,4.624968
360,18,1,H,0.0,2.14751,3.387905
360,19,1,H,0.0,3.3928,1.233818
360,20,1,H,0.0,0.0,-4.624968
360,21,1,H,0.0,2.14751,-3.387905
360,22,1,H,0.0,3.3928,-1.233818
360,23,1,H,0.0,-2.14751,3.387905
360,24,1,H,0.0,-3.3928,1.233818
360,25,1,H,0.0,-2.14751,-3.387905
360,26,1,H,0.0,-3.3928,-1.233818
462,1,6,C,0.0,0.501349,0.0
462,2,6,C,-1.405088,0.807443,0.0
462,3,6,C,-1.873388,2.235142,0.0
462,4,6,C,-0.828981,3.26807,0.0
462,5,6,C,-2.328444,-0.19605,0.0
462,6,6,C,0.448336,-0.854707,0.0
462,7,6,C,-0.484132,-1.922248,0.0
462,8,6,C,-0.014325,-3.243043,0.0
462,9,6,C,1.353988,-3.515134,0.0
462,10,6,C,-1.955664,-1.6271,0.0
462,11,6,C,0.954557,1.572934,0.0
462,12,6,C,0.48933,2.940873,0.0
462,13,6,C,2.329475,1.269745,0.0
462,14,6,C,1.850231,-1.133254,0.0
462,15,6,C,2.282952,-2.471856,0.0
462,16,6,C,2.768395,-0.042994,0.0
462,17,1,H,-1.165554,4.299701,0.0
462,18,8,O,-3.066689,2.509065,0.0
462,19,1,H,-3.38239,0.07242,0.0
462,20,1,H,1.698645,-4.544261,0.0
462,21,1,H,-0.726258,-4.064049,0.0
462,22,1,H,-2.444033,-2.115838,0.862519
462,23,1,H,-2.444033,-2.115838,-0.862519
462,24,1,H,1.242653,3.724579,0.0
462,25,1,H,3.050333,2.081692,0.0
462,26,1,H,3.347033,-2.689754,0.0
462,27,1,H,3.833669,-0.256193,0.0
460,1,6,C,0.0,0.500287,0.0
460,2,6,C,-1.020162,1.525452,0.0
460,3,6,C,-0.628326,2.930183,0.0
460,4,6,C,0.664555,3.313808,0.0
460,5,6,C,-2.340087,1.152189,0.0
460,6,6,C,-0.352672,-0.888685,0.0
460,7,6,C,-1.704788,-1.292671,0.0
460,8,6,C,-2.01786,-2.663759,0.0
460,9,6,C,-1.011794,-3.630954,0.0
460,10,6,C,-2.787619,-0.258488,0.0
460,11,6,C,1.366499,0.876724,0.0
460,12,6,C,1.757385,2.327135,0.0
460,13,6,C,2.365474,-0.098063,0.0
460,14,6,C,0.682207,-1.876047,0.0
460,15,6,C,0.32778,-3.246657,0.0
460,16,6,C,2.033655,-1.454571,0.0
460,17,1,H,0.958288,4.358288,0.0
460,18,1,H,-1.424799,3.669726,0.0
460,19,1,H,-3.113129,1.917083,0.0
460,20,1,H,-1.274298,-4.683805,0.0
460,21,1,H,-3.060135,-2.971802,0.0
460,22,1,H,-3.460661,-0.415836,0.862872
460,23,1,H,-3.460661,-0.415836,-0.862872
460,24,8,O,2.936854,2.652495,0.0
460,25,1,H,3.400973,0.227359,0.0
460,26,1,H,1.112476,-3.997719,0.0
460,27,1,H,2.821628,-2.202712,0.0
458,1,6,C,-0.58959,-0.342612,0.042277
458,2,6,C,-1.535485,0.694828,0.028885
458,3,6,C,-2.90741,0.402546,0.011953
458,4,6,C,-3.368827,-0.924997,0.033178
458,5,6,C,-1.090456,2.118076,-0.044668
458,6,6,C,0.834077,-0.073638,0.034578
458,7,6,C,1.320063,1.240733,0.081908
458,8,6,C,2.716482,1.462949,0.015163
458,9,6,C,3.624444,0.405048,-0.061924
458,10,6,C,0.378793,2.399248,0.25152
458,11,6,C,-1.055137,-1.701383,0.024465
458,12,6,C,-2.458482,-1.962936,0.032613
458,13,6,C,-0.11329,-2.746893,-0.007258
458,14,6,C,1.754677,-1.164423,-0.034274
458,15,6,C,3.154336,-0.902021,-0.079675
458,16,6,C,1.260516,-2.485642,-0.047975
458,17,1,H,-4.434488,-1.127983,0.036547
458,18,1,H,-3.603875,1.235163,-0.017613
458,19,8,O,-1.8671,3.014842,-0.302318
458,20,1,H,4.689707,0.60538,-0.105632
458,21,1,H,3.084219,2.48541,0.033837
458,22,1,H,0.695861,3.27603,-0.32363
458,23,1,H,0.407439,2.717664,1.308354
458,24,1,H,-2.797426,-2.995025,0.029779
458,25,1,H,-0.460572,-3.776321,-0.007796
458,26,1,H,3.846869,-1.737099,-0.133508
458,27,1,H,1.960789,-3.315254,-0.086386
456,1,6,C,0.0,0.422051,0.0
456,2,6,C,-1.280389,1.099911,0.0
456,3,6,C,-1.330691,2.462118,0.0
456,4,6,C,-0.114888,3.270536,0.0
456,5,6,C,-2.546539,0.275214,0.0
456,6,6,C,0.070219,-0.985344,0.0
456,7,6,C,-1.138327,-1.801625,0.0
456,8,6,C,-1.032831,-3.227131,0.0
456,9,6,C,0.205243,-3.836366,0.0
456,10,6,C,-2.369816,-1.190623,0.0
456,11,6,C,1.225274,1.181513,0.0
456,12,6,C,1.158875,2.570824,0.0
456,13,6,C,2.487067,0.491072,0.0
456,14,6,C,1.339795,-1.645105,0.0
456,15,6,C,1.371569,-3.051102,0.0
456,16,6,C,2.545461,-0.869403,0.0
456,17,8,O,-0.15886,4.516394,0.0
456,18,1,H,-2.271967,3.004629,0.0
456,19,1,H,-3.182632,0.536962,0.863696
456,20,1,H,-3.182632,0.536962,-0.863696
456,21,1,H,0.286145,-4.918166,0.0
456,22,1,H,-1.942652,-3.820414,0.0
456,23,1,H,-3.269636,-1.802788,0.0
456,24,1,H,2.057443,3.180693,0.0
456,25,1,H,3.396851,1.083562,0.0
456,26,1,H,2.339304,-3.546322,0.0
456,27,1,H,3.500527,-1.385505,0.0
454,1,6,C,0.439261,-0.649784,0.0
454,2,6,C,-0.509192,-1.720052,0.0
454,3,6,C,-0.037657,-3.148852,0.0
454,4,6,C,1.434441,-3.340829,0.0
454,5,6,C,-1.862082,-1.432583,0.0
454,6,6,C,0.0,0.713869,0.0
454,7,6,C,-1.377855,1.031341,0.0
454,8,6,C,-1.792441,2.367299,0.0
454,9,6,C,-0.849986,3.400467,0.0
454,10,6,C,-2.37109,-0.064193,0.0
454,11,6,C,1.853643,-0.938413,0.0
454,12,6,C,2.306555,-2.301693,0.0
454,13,6,C,2.777523,0.12776,0.0
454,14,6,C,0.958741,1.769052,0.0
454,15,6,C,0.51169,3.105991,0.0
454,16,6,C,2.345526,1.438166,0.0
454,17,1,H,1.803889,-4.36273,0.0
454,18,1,H,-0.467694,-3.68038,0.865825
454,19,1,H,-0.467694,-3.68038,-0.865825
454,20,1,H,-2.609451,-2.221409,0.0
454,21,1,H,-1.180318,4.434249,0.0
454,22,1,H,-2.857202,2.578374,0.0
454,23,8,O,-3.589787,0.151465,0.0
454,24,1,H,3.377294,-2.48397,0.0
454,25,1,H,3.839907,-0.095016,0.0
454,26,1,H,1.242755,3.909748,0.0
454,27,1,H,3.07436,2.244519,0.0
452,1,6,C,0.0,0.378827,0.0
452,2,6,C,-1.207269,1.123865,0.0
452,3,6,C,-1.187827,2.628057,0.0
452,4,6,C,0.18046,3.295016,0.0
452,5,6,C,-2.435149,0.442582,0.0
452,6,6,C,-0.042798,-1.03903,0.0
452,7,6,C,-1.296323,-1.714431,0.0
452,8,6,C,-1.318676,-3.128003,0.0
452,9,6,C,-0.133826,-3.868005,0.0
452,10,6,C,-2.485557,-0.942233,0.0
452,11,6,C,1.287938,1.043682,0.0
452,12,6,C,1.365727,2.439772,0.0
452,13,6,C,2.477432,0.255079,0.0
452,14,6,C,1.166573,-1.800704,0.0
452,15,6,C,1.094224,-3.214029,0.0
452,16,6,C,2.416866,-1.119617,0.0
452,17,8,O,0.291522,4.513922,0.0
452,18,1,H,-1.742216,3.00908,0.869713
452,19,1,H,-1.742216,3.00908,-0.869713
452,20,1,H,-3.358545,1.014495,0.0
452,21,1,H,-0.172404,-4.952256,0.0
452,22,1,H,-2.276501,-3.641345,0.0
452,23,1,H,-3.446752,-1.448999,0.0
452,24,1,H,2.327719,2.944816,0.0
452,25,1,H,3.438246,0.760435,0.0
452,26,1,H,2.016097,-3.788985,0.0
452,27,1,H,3.333618,-1.70267,0.0
450,1,6,C,0.0,0.638979,0.0
450,2,6,C,-1.424542,0.882076,0.0
450,3,6,C,-1.907286,2.153899,0.0
450,4,6,C,-1.010972,3.329557,0.0
450,5,6,C,-2.384824,-0.269756,0.0
450,6,6,C,0.495513,-0.676827,0.0
450,7,6,C,-0.4181,-1.80666,0.0
450,8,6,C,0.12487,-3.116518,0.0
450,9,6,C,1.500936,-3.317739,0.0
450,10,6,C,-1.801247,-1.597792,0.0
450,11,6,C,0.930409,1.751818,0.0
450,12,6,C,0.436926,3.036082,0.0
450,13,6,C,2.348662,1.485563,0.0
450,14,6,C,1.908203,-0.908371,0.0
450,15,6,C,2.383817,-2.232523,0.0
450,16,6,C,2.813298,0.208421,0.0
450,17,1,H,-1.253958,3.985415,0.85818
450,18,1,H,-1.253958,3.985415,-0.85818
450,19,1,H,-2.983737,2.305051,0.0
450,20,8,O,-3.603832,-0.089201,0.0
450,21,1,H,1.896467,-4.328673,0.0
450,22,1,H,-0.551673,-3.965772,0.0
450,23,1,H,-2.491507,-2.436034,0.0
450,24,1,H,1.124627,3.878491,0.0
450,25,1,H,3.034115,2.327702,0.0
450,26,1,H,3.455482,-2.408986,0.0
450,27,1,H,3.880814,0.009754,0.0
448,1,6,C,0.0,0.4734,0.0
448,2,6,C,1.377933,0.796334,0.0
448,3,6,C,1.827154,2.222784,0.0
448,4,6,C,0.753628,3.306431,0.0
448,5,6,C,2.344427,-0.218241,0.0
448,6,6,C,-0.395808,-0.887066,0.0
448,7,6,C,0.593352,-1.914736,0.0
448,8,6,C,0.174329,-3.270147,0.0
448,9,6,C,-1.178962,-3.603466,0.0
448,10,6,C,1.962904,-1.552791,0.0
448,11,6,C,-1.019878,1.508227,0.0
448,12,6,C,-0.654722,2.844516,0.0
448,13,6,C,-2.398275,1.123049,0.0
448,14,6,C,-1.782697,-1.236271,0.0
448,15,6,C,-2.148572,-2.601131,0.0
448,16,6,C,-2.764401,-0.200719,0.0
448,17,1,H,0.93,3.966912,0.864729
448,18,1,H,0.93,3.966912,-0.864729
448,19,8,O,3.006436,2.515806,0.0
448,20,1,H,3.390562,0.069366,0.0
448,21,1,H,-1.479249,-4.646131,0.0
448,22,1,H,0.926306,-4.054307,0.0
448,23,1,H,2.717915,-2.33396,0.0
448,24,1,H,-1.434819,3.603159,0.0
448,25,1,H,-3.156819,1.900181,0.0
448,26,1,H,-3.202244,-2.865575,0.0
448,27,1,H,-3.815618,-0.474042,0.0
440,1,6,C,0.0,0.66631,0.0
440,2,6,C,1.410824,0.861118,0.0
440,3,6,C,1.935454,2.170894,0.0
440,4,6,C,1.082947,3.278388,0.0
440,5,6,C,2.256634,-0.296073,0.0
440,6,6,C,-0.552259,-0.63929,0.0
440,7,6,C,0.313884,-1.776163,0.0
440,8,6,C,-0.26152,-3.081937,0.0
440,9,6,C,-1.640277,-3.253913,0.0
440,10,6,C,1.708637,-1.583331,0.0
440,11,6,C,-0.864894,1.799839,0.0
440,12,6,C,-0.294348,3.100035,0.0
440,13,6,C,-2.272191,1.595507,0.0
440,14,6,C,-1.960707,-0.819428,0.0
440,15,6,C,-2.484865,-2.14237,0.0
440,16,6,C,-2.806109,0.324055,0.0
440,17,1,H,1.50164,4.279176,0.0
440,18,1,H,3.011035,2.310364,0.0
440,19,8,O,3.575948,-0.073258,0.0
440,20,1,H,4.079349,-0.905706,0.0
440,21,1,H,-2.0618,-4.253546,0.0
440,22,1,H,0.395781,-3.946885,0.0
440,23,1,H,2.368664,-2.447786,0.0
440,24,1,H,-0.954586,3.962975,0.0
440,25,1,H,-2.929164,2.460433,0.0
440,26,1,H,-3.562518,-2.280369,0.0
440,27,1,H,-3.883253,0.185562,0.0
438,1,6,C,0.0,0.486515,0.0
438,2,6,C,1.403393,0.721757,0.0
438,3,6,C,1.862119,2.081528,0.0
438,4,6,C,0.949588,3.155396,0.0
438,5,6,C,2.300602,-0.372464,0.0
438,6,6,C,-0.48535,-0.846368,0.0
438,7,6,C,0.4293,-1.939021,0.0
438,8,6,C,-0.082821,-3.264856,0.0
438,9,6,C,-1.453823,-3.5031,0.0
438,10,6,C,1.822414,-1.670256,0.0
438,11,6,C,-0.920783,1.576351,0.0
438,12,6,C,-0.406373,2.906671,0.0
438,13,6,C,-2.309524,1.310193,0.0
438,14,6,C,-1.890214,-1.093244,0.0
438,15,6,C,-2.350599,-2.434894,0.0
438,16,6,C,-2.783828,0.009619,0.0
438,17,1,H,1.321464,4.176558,0.0
438,18,8,O,3.183528,2.262212,0.0
438,19,1,H,3.368198,-0.183958,0.0
438,20,1,H,-1.826615,-4.522001,0.0
438,21,1,H,0.614552,-4.097923,0.0
438,22,1,H,2.52138,-2.501615,0.0
438,23,1,H,-1.103928,3.739378,0.0
438,24,1,H,-3.008466,2.141605,0.0
438,25,1,H,-3.420444,-2.624284,0.0
438,26,1,H,-3.853912,-0.176373,0.0
438,27,1,H,3.414946,3.207965,0.0
436,1,6,C,0.0,0.488152,0.0
436,2,6,C,1.403631,0.741595,0.0
436,3,6,C,1.838246,2.113544,0.0
436,4,6,C,0.906343,3.174282,0.0
436,5,6,C,2.300302,-0.35551,0.0
436,6,6,C,-0.473777,-0.85027,0.0
436,7,6,C,0.447002,-1.93695,0.0
436,8,6,C,-0.051267,-3.26836,0.0
436,9,6,C,-1.418465,-3.518859,0.0
436,10,6,C,1.836932,-1.656301,0.0
436,11,6,C,-0.935292,1.56711,0.0
436,12,6,C,-0.440816,2.907272,0.0
436,13,6,C,-2.319132,1.285957,0.0
436,14,6,C,-1.877007,-1.11238,0.0
436,15,6,C,-2.324481,-2.456923,0.0
436,16,6,C,-2.781787,-0.019473,0.0
436,17,1,H,1.288874,4.188872,0.0
436,18,8,O,3.118596,2.478001,0.0
436,19,1,H,3.376773,-0.20297,0.0
436,20,1,H,-1.783031,-4.540703,0.0
436,21,1,H,0.654587,-4.094189,0.0
436,22,1,H,2.544323,-2.480254,0.0
436,23,1,H,-1.152458,3.72785,0.0
436,24,1,H,-3.025827,2.110718,0.0
436,25,1,H,-3.392627,-2.655631,0.0
436,26,1,H,-3.849982,-0.215925,0.0
436,27,1,H,3.728012,1.720905,0.0
434,1,6,C,0.0,0.357288,0.0
434,2,6,C,-1.232255,1.071372,0.0
434,3,6,C,-1.213206,2.486265,0.0
434,4,6,C,0.00101,3.195503,0.0
434,5,6,C,-2.450865,0.340683,0.0
434,6,6,C,0.000853,-1.057755,0.0
434,7,6,C,-1.232925,-1.77192,0.0
434,8,6,C,-1.204931,-3.196892,0.0
434,9,6,C,-0.000206,-3.891308,0.0
434,10,6,C,-2.449233,-1.044344,0.0
434,11,6,C,1.230291,1.076645,0.0
434,12,6,C,1.208146,2.497543,0.0
434,13,6,C,2.447249,0.347138,0.0
434,14,6,C,1.233868,-1.770431,0.0
434,15,6,C,1.207441,-3.191367,0.0
434,16,6,C,2.448731,-1.037593,0.0
434,17,8,O,-0.094943,4.541378,0.0
434,18,1,H,-2.140878,3.050707,0.0
434,19,1,H,-3.392858,0.881177,0.0
434,20,1,H,0.002166,-4.976035,0.0
434,21,1,H,-2.146095,-3.739859,0.0
434,22,1,H,-3.391133,-1.58527,0.0
434,23,1,H,2.15129,3.039246,0.0
434,24,1,H,3.389616,0.887119,0.0
434,25,1,H,2.148555,-3.734642,0.0
434,26,1,H,3.392304,-1.575746,0.0
434,27,1,H,0.782773,4.957314,0.0
4410,1,6,C,0.0,0.0,0.898981
4410,2,6,C,0.0,0.0,2.295748
4410,3,6,C,0.0,1.279714,2.920083
4410,4,6,C,0.0,-1.279714,2.920083
4410,5,6,C,0.0,1.183512,0.095793
4410,6,6,C,0.0,-1.183512,0.095793
4410,7,6,C,0.0,2.463215,2.1362
4410,8,6,C,0.0,-2.463215,2.1362
4410,9,6,C,0.0,2.438285,0.738688
4410,10,6,C,0.0,-2.438285,0.738688
4410,11,1,H,0.0,3.420899,2.648063
4410,12,1,H,0.0,-3.420899,2.648063
4410,13,1,H,0.0,3.368871,0.179388
4410,14,1,H,0.0,-3.368871,0.179388
4410,15,1,H,0.0,1.362654,4.004145
4410,16,1,H,0.0,-1.362654,4.004145
4410,17,6,C,0.0,0.737042,-1.27894
4410,18,6,C,0.0,-0.737042,-1.27894
4410,19,6,C,0.0,1.444014,-2.481007
4410,20,6,C,0.0,-1.444014,-2.481007
4410,21,6,C,0.0,0.711585,-3.67782
4410,22,6,C,0.0,-0.711585,-3.67782
4410,23,1,H,0.0,2.529506,-2.505024
4410,24,1,H,0.0,-2.529506,-2.505024
4410,25,1,H,0.0,1.236924,-4.628735
4410,26,1,H,0.0,-1.236924,-4.628735
4378,1,6,C,0.0,0.0,0.705037
4378,2,6,C,0.0,1.233213,1.415912
4378,3,6,C,0.0,1.203276,2.857997
4378,4,6,C,0.0,0.0,3.560677
4378,5,6,C,0.0,2.444661,0.705912
4378,6,6,C,0.0,0.0,-0.705037
4378,7,6,C,0.0,1.233213,-1.415912
4378,8,6,C,0.0,1.203276,-2.857997
4378,9,6,C,0.0,0.0,-3.560677
4378,10,6,C,0.0,2.444661,-0.705912
4378,11,6,C,0.0,-1.233213,1.415912
4378,12,6,C,0.0,-1.203276,2.857997
4378,13,6,C,0.0,-2.444661,0.705912
4378,14,6,C,0.0,-1.233213,-1.415912
4378,15,6,C,0.0,-1.203276,-2.857997
4378,16,6,C,0.0,-2.444661,-0.705912
4378,17,1,H,0.0,0.0,4.645972
4378,18,1,H,0.0,2.145389,3.40205
4378,19,1,H,0.0,3.391515,1.239243
4378,20,1,H,0.0,0.0,-4.645972
4378,21,1,H,0.0,2.145389,-3.40205
4378,22,1,H,0.0,3.391515,-1.239243
4378,23,1,H,0.0,-2.145389,3.40205
4378,24,1,H,0.0,-3.391515,1.239243
4378,25,1,H,0.0,-2.145389,-3.40205
4378,26,1,H,0.0,-3.391515,-1.239243
831,1,6,C,-2.57482,-2.381854,0.0
831,2,6,C,-2.601828,-3.754613,0.0
831,3,6,C,-1.38868,-4.498358,0.0
831,4,6,C,-0.174014,-3.858054,0.0
831,5,6,C,-0.107198,-2.433668,0.0
831,6,6,C,-1.333129,-1.683632,0.0
831,7,7,N,1.103829,-1.839184,0.0
831,8,6,C,1.164338,-0.504324,0.0
831,9,6,C,0.0,0.350254,0.0
831,10,6,C,-1.238883,-0.281721,0.0
831,11,6,C,2.475411,0.095172,0.0
831,12,6,C,2.629321,1.442492,0.0
831,13,6,C,1.497048,2.335286,0.0
831,14,6,C,0.176373,1.80221,0.0
831,15,6,C,1.683561,3.733974,0.0
831,16,6,C,0.60326,4.598761,0.0
831,17,6,C,-0.700824,4.077504,0.0
831,18,1,H,-1.554638,4.749546,0.0
831,19,6,C,-0.906193,2.706825,0.0
831,20,1,H,-3.4988,-1.807898,0.0
831,21,1,H,-3.552101,-4.281309,0.0
831,22,1,H,-1.43054,-5.584282,0.0
831,23,1,H,0.763615,-4.404929,0.0
831,24,1,H,-2.159649,0.294686,0.0
831,25,1,H,3.323458,-0.581873,0.0
831,26,1,H,3.624205,1.881734,0.0
831,27,1,H,2.698584,4.124243,0.0
831,28,1,H,0.761666,5.673577,0.0
831,29,1,H,-1.925061,2.333266,0.0
830,1,6,C,-1.773036,-2.846985,0.0
830,2,6,C,-1.518695,-4.196491,0.0
830,3,6,C,-0.181906,-4.683645,0.0
830,4,6,C,0.876009,-3.808555,0.0
830,5,6,C,0.650466,-2.401867,0.0
830,6,6,C,-0.700823,-1.907634,0.0
830,7,6,C,1.682675,-1.450384,0.0
830,8,6,C,1.388934,-0.09076,0.0
830,9,6,C,0.0,0.29754,0.0
830,10,7,N,-0.994162,-0.589272,0.0
830,11,6,C,2.410282,0.924043,0.0
830,12,6,C,2.087094,2.242476,0.0
830,13,6,C,0.713215,2.682065,0.0
830,14,6,C,-0.333858,1.720449,0.0
830,15,6,C,0.383325,4.054344,0.0
830,16,6,C,-0.938778,4.465926,0.0
830,17,6,C,-1.971692,3.511689,0.0
830,18,1,H,-3.008669,3.836577,0.0
830,19,6,C,-1.672059,2.158963,0.0
830,20,1,H,-2.784789,-2.453605,0.0
830,21,1,H,-2.342803,-4.904844,0.0
830,22,1,H,-0.003214,-5.755357,0.0
830,23,1,H,1.9002,-4.174619,0.0
830,24,1,H,2.720301,-1.779956,0.0
830,25,1,H,3.450595,0.60727,0.0
830,26,1,H,2.867611,2.999563,0.0
830,27,1,H,1.186478,4.787632,0.0
830,28,1,H,-1.178101,5.525996,0.0
830,29,1,H,-2.4554,1.409196,0.0
297,1,6,C,1.244972,-2.885445,0.0
297,2,6,C,2.447882,-3.564364,0.0
297,3,6,C,3.667284,-2.857373,0.0
297,4,6,C,3.654544,-1.478573,0.0
297,5,6,C,2.435108,-0.758271,0.0
297,6,6,C,1.194839,-1.468688,0.0
297,7,6,C,2.42699,0.670908,0.0
297,8,6,C,1.257994,1.372923,0.0
297,9,6,C,0.0,0.69754,0.0
297,10,6,C,-0.047414,-0.716665,0.0
297,11,6,C,-1.230997,1.459224,0.0
297,12,6,C,-2.481441,0.777308,0.0
297,13,6,C,-2.493362,-0.648906,0.0
297,14,6,C,-1.327278,-1.360057,0.0
297,15,7,N,-1.15072,2.815478,0.0
297,16,6,C,-2.27412,3.511583,0.0
297,17,6,C,-3.561657,2.932935,0.0
297,18,6,C,-3.659469,1.558298,0.0
297,19,1,H,0.326215,-3.461588,0.0
297,20,1,H,2.452455,-4.651007,0.0
297,21,1,H,4.609904,-3.397815,0.0
297,22,1,H,4.587092,-0.919049,0.0
297,23,1,H,3.380893,1.19318,0.0
297,24,1,H,1.247693,2.456457,0.0
297,25,1,H,-3.450656,-1.164831,0.0
297,26,1,H,-1.381484,-2.442709,0.0
297,27,1,H,-2.167895,4.596096,0.0
297,28,1,H,-4.444322,3.565284,0.0
297,29,1,H,-4.628101,1.06336,0.0
295,1,6,C,1.352553,2.833971,0.0
295,2,6,C,2.573461,3.479602,0.0
295,3,6,C,3.774156,2.740997,0.0
295,4,6,C,3.724586,1.363391,0.0
295,5,6,C,2.485142,0.678167,0.0
295,6,6,C,1.263544,1.418541,0.0
